time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
3910,0.0,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-1e-05,1,20
28882,-1e-05,-2e-05,1e-05,-7e-05,-0.00022,-2e-05,1e-05,-1e-05,0,20
26130,3e-05,0.0,3e-05,-0.00031,-0.00013,0.0,2e-05,-1e-05,5,2
22135,-2e-05,-1e-05,2e-05,6e-05,1e-05,1e-05,-3e-05,-1e-05,0,11
2406,-1e-05,-2e-05,-4e-05,1e-05,-2e-05,-1e-05,-1e-05,0.0,1,34
39916,0.0,-1e-05,-4e-05,-3e-05,-3e-05,-1e-05,-1e-05,-2e-05,0,22
75559,-1e-05,-1e-05,-1e-05,-7e-05,-0.0001,-2e-05,-1e-05,-2e-05,0,11
44924,-2e-05,-2e-05,-0.00022,0.00025,0.00037,0.00015,-4e-05,-2e-05,0,26
13349,-1e-05,-5e-05,-9e-05,-2e-05,-1e-05,-7e-05,-1e-05,-2e-05,0,33
31690,-0.00019,-2e-05,-4e-05,-6e-05,-0.00018,-6e-05,-5e-05,-5e-05,0,26
51741,-1e-05,-3e-05,-6e-05,-0.00019,-0.00024,1e-05,0.0,-1e-05,0,7
4860,-1e-05,-2e-05,-8e-05,5e-05,-0.00029,6e-05,-0.00049,-0.00014,0,3
48227,-2e-05,-3e-05,5e-05,-9e-05,-0.00023,0.00028,-0.00021,-0.00018,6,14
57997,0.0,0.0,-3e-05,0.00017,0.00051,0.00012,0.0,0.0,5,30
37679,-1e-05,-1e-05,-1e-05,0.0,-3e-05,-1e-05,-2e-05,-2e-05,1,34
13345,1e-05,0.0,-2e-05,-2e-05,-1e-05,2e-05,0.0,-2e-05,0,35
36522,-0.00052,-0.0008,0.0001,-0.00033,-0.00021,-7e-05,6e-05,7e-05,2,22
21736,-8e-05,-0.0001,-8e-05,-0.00026,-0.00031,8e-05,-0.00011,-9e-05,0,26
19515,0.0001,0.00022,0.00025,0.00039,0.00039,-0.00023,0.00016,0.00015,4,17
21781,3e-05,1e-05,-0.00011,0.00015,0.00015,-7e-05,4e-05,3e-05,5,23
45492,2e-05,-5e-05,-3e-05,2e-05,1e-05,-4e-05,3e-05,-6e-05,0,28
51701,-6e-05,-0.0001,-0.00016,-0.00011,-7e-05,-3e-05,-1e-05,-1e-05,0,10
42943,0.0,-1e-05,-2e-05,-2e-05,2e-05,-2e-05,-1e-05,-1e-05,0,12
6299,5e-05,5e-05,4e-05,-5e-05,4e-05,0.00025,0.00065,0.00024,0,33
51395,0.00011,0.00038,0.00085,0.00126,0.00058,-6e-05,2e-05,6e-05,0,26
517,0.0,2e-05,4e-05,2e-05,0.0,-2e-05,-1e-05,-1e-05,0,10
40159,-0.00021,-0.00013,-6e-05,-7e-05,-0.00019,-2e-05,0.0001,-0.00028,0,5
11001,0.0,0.00055,3e-05,1e-05,1e-05,-0.0001,-2e-05,3e-05,3,18
2080,-1e-05,-1e-05,0.0,-2e-05,-2e-05,-1e-05,-1e-05,-1e-05,1,23
33155,-1e-05,-8e-05,5e-05,0.0,2e-05,-1e-05,-1e-05,-2e-05,1,19
50240,-0.00017,-8e-05,-4e-05,-0.00011,-3e-05,5e-05,0.00014,0.00023,3,13
35269,0.0,-1e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1e-05,0,34
2144,-3e-05,-3e-05,-2e-05,-1e-05,-3e-05,-2e-05,-1e-05,-1e-05,1,17
7603,0.00012,-6e-05,-1e-05,-6e-05,6e-05,-1e-05,-4e-05,6e-05,0,9
36509,-5e-05,2e-05,3e-05,-1e-05,-4e-05,-3e-05,-0.00062,0.00015,3,27
8657,-0.00012,-1e-05,2e-05,0.0,-8e-05,-8e-05,-5e-05,-0.00025,0,7
58994,-1e-05,-6e-05,-0.00013,-4e-05,-2e-05,-1e-05,0.0,1e-05,0,34
20489,-1e-05,-3e-05,-2e-05,-1e-05,1e-05,9e-05,0.0,-1e-05,0,23
31518,-1e-05,-2e-05,-1e-05,-2e-05,0.0,1e-05,-2e-05,-1e-05,0,6
21781,-1e-05,-2e-05,-6e-05,-0.0001,-2e-05,-3e-05,-5e-05,-4e-05,5,34
9549,-8e-05,-0.00017,-0.00011,-3e-05,-1e-05,1e-05,-4e-05,-3e-05,3,28
43366,-1e-05,-1e-05,-3e-05,-1e-05,-3e-05,-3e-05,-1e-05,-1e-05,0,35
42568,-0.00034,0.00021,-3e-05,-0.0001,-0.00022,-8e-05,-0.00019,-0.00027,3,19
43974,0.0,0.0,-2e-05,-2e-05,0.00046,0.00019,9e-05,4e-05,4,36
27923,-1e-05,0.0,3e-05,1e-05,-0.0001,-0.00012,-3e-05,-2e-05,0,21
3630,-1e-05,0.0,3e-05,7e-05,5e-05,0.00012,4e-05,1e-05,0,36
8244,3e-05,-1e-05,0.0,0.0,1e-05,0.00012,-2e-05,0.00017,0,27
18104,-0.00013,-0.00014,-0.00011,7e-05,0.00053,-0.00114,-0.00038,-0.00021,0,34
4636,-1e-05,1e-05,0.00015,-4e-05,-0.00021,-0.00018,-4e-05,-4e-05,0,25
47602,0.0,3e-05,3e-05,4e-05,-4e-05,2e-05,-1e-05,-1e-05,0,11
32411,-8e-05,3e-05,5e-05,-0.00013,-0.00025,-0.0003,-0.00029,-0.0002,2,26
31265,-0.00061,-0.00014,-5e-05,-0.00014,-0.00018,-0.0004,0.00012,-0.00038,6,25
71767,0.00016,2e-05,-4e-05,-0.0001,-9e-05,-0.00011,0.00023,8e-05,6,13
18132,7e-05,8e-05,0.00031,0.00031,0.00031,0.0004,6e-05,0.0001,4,9
53740,-1e-05,-2e-05,-4e-05,-1e-05,-3e-05,-2e-05,-1e-05,0.0,0,8
835,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,16
37966,-1e-05,-4e-05,-1e-05,1e-05,-2e-05,-0.00025,-5e-05,-4e-05,0,28
45383,-2e-05,-5e-05,7e-05,0.00063,-3e-05,0.00015,1e-05,-4e-05,4,16
1315,-1e-05,0.0,3e-05,0.0,-1e-05,-1e-05,-3e-05,-1e-05,1,1
33597,-2e-05,0.0,0.0,1e-05,0.0,1e-05,-1e-05,-1e-05,0,5
31950,-3e-05,-6e-05,-0.00017,-0.00017,-0.00024,-5e-05,-7e-05,-3e-05,0,13
47440,-1e-05,3e-05,0.00011,-1e-05,2e-05,-5e-05,0.0,-5e-05,0,4
40565,-0.00018,-0.00036,-0.00124,-0.00128,0.00015,0.00033,5e-05,0.00051,0,20
26433,-1e-05,-2e-05,3e-05,9e-05,0.00021,-3e-05,3e-05,2e-05,0,24
54618,1e-05,2e-05,1e-05,-2e-05,-3e-05,-1e-05,0.0,-2e-05,0,7
32874,0.0002,-0.00017,-0.00019,-0.00048,-0.00026,-0.00031,-0.00036,0.0,2,3
36659,0.0,-1e-05,-4e-05,2e-05,0.0,1e-05,-1e-05,-1e-05,1,12
13323,0.00013,7e-05,-1e-05,-2e-05,-0.00012,-2e-05,5e-05,3e-05,0,23
1925,0.0,0.0,3e-05,2e-05,8e-05,1e-05,-1e-05,-2e-05,0,7
49210,2e-05,3e-05,1e-05,0.00038,-1e-05,1e-05,1e-05,1e-05,5,29
3523,1e-05,-1e-05,0.0,-1e-05,0.0,2e-05,-2e-05,0.0,0,23
39109,-0.00076,-0.0002,-4e-05,3e-05,1e-05,-7e-05,-0.00019,-0.00034,3,6
53533,1e-05,2e-05,0.0,1e-05,0.00016,-0.00013,-0.00018,0.00057,6,24
45884,0.00041,0.00011,0.0001,-0.00015,-0.00023,-0.00109,-0.00023,0.00088,2,13
16358,0.0,0.0,2e-05,7e-05,0.00027,0.00012,4e-05,2e-05,0,2
63883,-2e-05,-4e-05,-3e-05,-1e-05,-1e-05,-6e-05,-1e-05,-1e-05,0,17
14790,-4e-05,1e-05,5e-05,6e-05,0.0003,-0.00018,0.00023,-0.00017,4,28
11432,-0.00018,-0.00068,-8e-05,-2e-05,-1e-05,-5e-05,-2e-05,-5e-05,3,18
54951,4e-05,3e-05,5e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0,26
46358,1e-05,5e-05,0.00047,0.00037,0.00024,6e-05,-1e-05,-1e-05,0,22
27013,0.00036,8e-05,5e-05,4e-05,-0.00033,0.00029,0.00016,0.00017,6,21
20279,3e-05,-3e-05,2e-05,6e-05,0.00011,0.00013,0.00012,9e-05,4,1
23561,-0.00029,-7e-05,0.0,-1e-05,-1e-05,-0.00011,-0.00011,0.00013,0,28
6834,1e-05,4e-05,7e-05,0.00011,-3e-05,-8e-05,-0.0002,-4e-05,2,12
66804,-2e-05,-3e-05,0.0,0.0,-3e-05,0.0,-1e-05,2e-05,0,34
44547,1e-05,6e-05,0.0001,0.00025,0.00072,0.00033,8e-05,3e-05,0,36
25180,-2e-05,1e-05,-2e-05,0.0,0.00057,4e-05,-8e-05,0.0,0,15
19314,5e-05,3e-05,8e-05,0.00025,-4e-05,0.00011,4e-05,5e-05,0,19
31348,-1e-05,-5e-05,-8e-05,0.00023,3e-05,1e-05,-1e-05,-3e-05,0,10
12941,-2e-05,-5e-05,-2e-05,-1e-05,-6e-05,3e-05,-2e-05,-1e-05,0,36
16988,-1e-05,-3e-05,-3e-05,-3e-05,-3e-05,-2e-05,-1e-05,1e-05,0,5
10955,-0.00025,-0.00023,4e-05,0.0003,0.00076,0.00023,-0.00019,0.0002,3,25
2645,0.0,0.0,-7e-05,-1e-05,0.0,0.0,-1e-05,1e-05,1,34
30768,0.0,-2e-05,-1e-05,2e-05,1e-05,-2e-05,1e-05,0.0,1,21
56011,0.00024,0.00021,0.00018,-0.00064,0.00028,-4e-05,-3e-05,1e-05,0,21
30291,4e-05,-0.00013,-8e-05,1e-05,-0.00011,3e-05,-0.0001,-0.00012,6,32
18643,-3e-05,-7e-05,-0.00053,0.00043,8e-05,2e-05,-1e-05,-4e-05,4,22
10984,-1e-05,-2e-05,-1e-05,-3e-05,0.0,-1e-05,0.0,-1e-05,0,18
18108,-0.00039,-0.00018,-0.00024,9e-05,0.00051,0.00019,-8e-05,0.0,5,28
49855,-0.00037,-0.00016,-5e-05,-3e-05,0.0,0.00045,6e-05,-0.00027,0,28
43514,0.00018,0.00028,0.00041,0.001,0.0006,0.00056,0.00011,0.00031,4,29
20603,0.0,-0.00012,-2e-05,-0.00011,-0.00028,-0.0002,-5e-05,-3e-05,5,15
12666,-0.00062,-0.00067,-0.00018,-5e-05,-8e-05,-0.00013,-0.0001,-0.00053,3,9
58642,-1e-05,-1e-05,0.0,2e-05,-1e-05,-3e-05,-1e-05,0.0,0,9
37578,-0.0004,2e-05,0.0,0.0,-0.00012,-0.00015,-1e-05,-5e-05,3,26
3663,-1e-05,-2e-05,2e-05,1e-05,0.0,-1e-05,-1e-05,1e-05,1,29
18260,-4e-05,-4e-05,0.0,4e-05,7e-05,0.00012,1e-05,0.0,0,2
68841,1e-05,1e-05,4e-05,-0.00014,-0.00021,5e-05,-4e-05,-9e-05,7,30
10134,-7e-05,-9e-05,-4e-05,5e-05,7e-05,4e-05,0.00015,-8e-05,3,16
26240,-9e-05,-1e-05,3e-05,-2e-05,-0.00014,-8e-05,2e-05,-3e-05,0,32
53571,0.0,1e-05,1e-05,0.00013,0.00019,6e-05,0.00014,5e-05,5,1
11113,-1e-05,-2e-05,-3e-05,-1e-05,2e-05,2e-05,-1e-05,-3e-05,0,22
3883,-1e-05,-1e-05,-1e-05,-5e-05,-2e-05,0.0,-2e-05,-2e-05,1,2
25878,1e-05,2e-05,6e-05,2e-05,0.00016,0.0,1e-05,-1e-05,0,10
3446,0.0,1e-05,0.0,-1e-05,-2e-05,-2e-05,-1e-05,0.0,0,5
60768,6e-05,1e-05,0.0,-0.00046,-0.00022,-4e-05,-3e-05,1e-05,5,7
5864,3e-05,-4e-05,-6e-05,-4e-05,2e-05,-0.00027,-0.00021,3e-05,0,30
20574,-1e-05,1e-05,4e-05,-2e-05,0.0,-1e-05,-1e-05,1e-05,0,18
63553,-1e-05,-1e-05,-3e-05,-0.00012,-3e-05,-4e-05,4e-05,-2e-05,0,9
13510,-9e-05,-1e-05,1e-05,2e-05,-1e-05,7e-05,0.00025,-5e-05,0,32
26202,3e-05,3e-05,3e-05,0.00019,0.00038,5e-05,3e-05,2e-05,0,17
61955,-1e-05,-1e-05,-1e-05,-9e-05,-0.00015,0.00012,-6e-05,-0.0003,6,24
59529,-4e-05,-4e-05,-1e-05,0.0,-0.00012,2e-05,0.0,2e-05,0,2
55718,-4e-05,-6e-05,-1e-05,-7e-05,-0.00014,0.0003,-0.00027,-0.00069,6,23
17221,-1e-05,-7e-05,-0.00023,0.00035,0.00052,-0.00018,8e-05,2e-05,4,7
40931,-0.00013,-1e-05,1e-05,0.0002,0.00019,4e-05,0.0003,2e-05,2,12
36936,0.00031,4e-05,4e-05,0.00019,8e-05,4e-05,-0.00011,5e-05,2,9
26871,-0.00074,-0.00012,-6e-05,-8e-05,0.00016,-0.00023,-0.00031,-3e-05,6,21
54146,-2e-05,-2e-05,-3e-05,0.0,1e-05,-1e-05,-3e-05,-2e-05,0,1
46070,-0.00013,-5e-05,2e-05,-2e-05,1e-05,0.0,2e-05,8e-05,0,30
25247,2e-05,4e-05,5e-05,4e-05,5e-05,2e-05,1e-05,1e-05,0,26
10653,4e-05,-0.00087,1e-05,-2e-05,-3e-05,0.0001,2e-05,-6e-05,3,15
11760,0.0,-1e-05,-2e-05,-2e-05,8e-05,-1e-05,0.00036,-0.00034,0,14
42540,-2e-05,0.0,-1e-05,5e-05,-4e-05,-5e-05,-2e-05,-1e-05,0,22
36621,1e-05,2e-05,6e-05,0.00017,-8e-05,-5e-05,-5e-05,-6e-05,0,11
31560,1e-05,1e-05,-2e-05,-2e-05,3e-05,0.0,0.0,-2e-05,1,15
35392,-1e-05,-4e-05,-3e-05,-1e-05,-4e-05,-1e-05,-1e-05,1e-05,0,12
10116,-4e-05,-7e-05,-4e-05,-0.00021,-0.00018,-9e-05,-3e-05,-1e-05,0,8
32540,-3e-05,0.0,-3e-05,-3e-05,-3e-05,-2e-05,-1e-05,-1e-05,0,22
56017,-0.00038,-0.00049,0.0,2e-05,0.00034,0.00015,0.00014,-0.00037,6,23
76631,0.0,-3e-05,-5e-05,-4e-05,0.00012,-2e-05,-2e-05,1e-05,0,11
34125,-4e-05,2e-05,2e-05,3e-05,4e-05,-2e-05,1e-05,0.0,0,13
52654,-2e-05,-9e-05,-4e-05,0.00013,-5e-05,-6e-05,-7e-05,-2e-05,0,22
50929,-5e-05,-6e-05,-2e-05,-0.00011,0.00084,0.00044,5e-05,0.0,0,3
59980,0.0,-3e-05,8e-05,0.00023,0.00029,4e-05,0.0,-1e-05,0,7
67165,0.0,-2e-05,1e-05,-1e-05,0.0,0.0,-2e-05,0.0,0,34
26145,3e-05,0.0,1e-05,0.0,-0.00015,-0.00014,-1e-05,0.0,5,34
6376,0.00012,0.0,2e-05,0.00021,0.0,-9e-05,2e-05,-7e-05,2,34
46851,-2e-05,-3e-05,-1e-05,-2e-05,0.0,-1e-05,2e-05,-2e-05,0,18
12271,0.00019,3e-05,-5e-05,-4e-05,-7e-05,-7e-05,-0.00033,5e-05,0,2
42180,2e-05,-5e-05,-7e-05,2e-05,-0.00013,-0.00029,6e-05,5e-05,4,28
13194,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4,31
44282,-0.00014,-6e-05,-6e-05,-0.0002,-2e-05,-0.00012,-6e-05,0.0,5,14
25719,-0.00011,-1e-05,-1e-05,-6e-05,-0.00028,-4e-05,2e-05,-3e-05,0,32
53273,0.0,1e-05,3e-05,0.0001,3e-05,-1e-05,-2e-05,0.0,0,11
26775,2e-05,-2e-05,-1e-05,-7e-05,-0.00024,-9e-05,-0.00021,-0.0001,6,6
3910,1e-05,0.0,-0.00013,-0.00038,4e-05,-0.00013,2e-05,1e-05,0,24
1728,-5e-05,-3e-05,1e-05,-1e-05,0.0,-1e-05,1e-05,0.0,0,6
45125,-0.00025,2e-05,-0.00015,-0.00032,8e-05,-8e-05,0.00033,-0.0001,2,11
8114,-0.00016,-0.00011,-4e-05,7e-05,2e-05,0.00018,-7e-05,-0.00067,0,14
18246,0.0,-2e-05,1e-05,4e-05,-7e-05,-0.00025,-3e-05,-3e-05,0,33
40390,-2e-05,-4e-05,-6e-05,-2e-05,2e-05,7e-05,4e-05,-9e-05,0,2
27650,-8e-05,-9e-05,4e-05,8e-05,1e-05,3e-05,-2e-05,-7e-05,0,22
36144,0.00039,6e-05,-5e-05,-0.00013,6e-05,-0.00039,-0.00085,-3e-05,0,10
43578,1e-05,0.0,-4e-05,-0.00017,-0.00092,-0.00056,-6e-05,-3e-05,0,15
74658,1e-05,5e-05,6e-05,0.0003,0.00056,0.00038,2e-05,6e-05,6,13
49070,0.00011,0.0002,0.00044,0.00108,-0.00018,0.00058,0.00025,0.00012,0,20
12218,0.00015,-4e-05,5e-05,1e-05,3e-05,4e-05,2e-05,7e-05,0,4
28700,-3e-05,0.0,4e-05,5e-05,-0.0001,0.0,9e-05,0.00015,6,27
36881,-1e-05,-2e-05,0.0,1e-05,1e-05,-5e-05,0.0,-1e-05,0,15
64228,-1e-05,0.0,-1e-05,-0.00011,-1e-05,-2e-05,1e-05,0.0,0,10
19698,-2e-05,1e-05,2e-05,-1e-05,0.0,0.00013,-1e-05,-1e-05,0,9
21576,0.00107,7e-05,0.00019,0.00018,-0.00092,-0.00029,0.00032,-0.00049,0,31
45015,-2e-05,-4e-05,5e-05,-5e-05,-0.0003,0.00018,-1e-05,-3e-05,4,14
49178,-0.00013,-4e-05,-4e-05,-8e-05,-0.00041,8e-05,-0.00019,-9e-05,6,35
19204,0.0,-3e-05,0.0,0.0,-1e-05,-2e-05,-1e-05,0.0,0,27
53163,-7e-05,-6e-05,-0.00028,-1e-05,-0.00027,0.00013,6e-05,-1e-05,0,33
7502,0.0,-2e-05,-3e-05,1e-05,-1e-05,4e-05,1e-05,0.00011,0,6
17775,0.00032,0.00033,1e-05,-0.00099,-0.00013,0.00014,9e-05,0.00015,0,22
63809,-2e-05,1e-05,0.0,1e-05,0.0,1e-05,-1e-05,1e-05,0,10
10983,5e-05,2e-05,3e-05,6e-05,-9e-05,0.00016,7e-05,0.00015,3,23
42917,-1e-05,-2e-05,-0.0002,-5e-05,-2e-05,0.0,-3e-05,-1e-05,0,3
36407,-0.0001,0.0,-7e-05,-0.00046,4e-05,0.00018,0.00078,-8e-05,0,18
33248,0.0,0.0,4e-05,1e-05,0.0,0.0,0.0,0.0,0,1
4264,0.00013,-1e-05,0.00012,-1e-05,8e-05,0.00021,4e-05,0.00026,0,29
30338,-1e-05,-2e-05,-3e-05,-3e-05,-1e-05,-4e-05,-2e-05,-1e-05,0,23
52328,-2e-05,-3e-05,-8e-05,-3e-05,0.0,-1e-05,-0.00018,-5e-05,0,16
51165,8e-05,2e-05,0.00054,-1e-05,0.00025,0.00019,0.00014,9e-05,0,22
6736,-2e-05,-4e-05,0.0,9e-05,-0.00013,-0.00042,0.0001,-3e-05,0,30
20304,0.00011,9e-05,0.00013,4e-05,-0.0004,-4e-05,-2e-05,3e-05,0,33
297,0.0,1e-05,4e-05,1e-05,-2e-05,2e-05,-1e-05,-1e-05,0,31
23035,6e-05,7e-05,4e-05,0.00022,6e-05,1e-05,1e-05,3e-05,0,2
29079,0.0,3e-05,7e-05,0.00039,6e-05,5e-05,-1e-05,-9e-05,0,7
33179,-3e-05,-8e-05,-0.00014,-6e-05,-2e-05,-1e-05,-1e-05,-1e-05,1,19
17832,-4e-05,0.0,-3e-05,-1e-05,-3e-05,-3e-05,-5e-05,-3e-05,0,4
58995,-1e-05,-2e-05,-7e-05,0.00037,0.0001,-2e-05,1e-05,-1e-05,0,26
57064,-2e-05,-3e-05,-8e-05,-0.00015,-9e-05,-1e-05,-3e-05,-1e-05,0,13
35770,0.00017,-9e-05,3e-05,0.00013,-4e-05,5e-05,0.0001,0.00014,2,24
29653,-2e-05,-3e-05,-7e-05,-7e-05,8e-05,-1e-05,0.0,-2e-05,0,7
34613,4e-05,0.00014,0.00028,0.00023,-3e-05,-0.00012,-0.0001,0.00011,2,33
76739,-2e-05,1e-05,1e-05,0.0001,0.00014,-1e-05,0.0,0.0,0,13
15268,1e-05,-1e-05,0.0,-5e-05,-2e-05,-2e-05,1e-05,-3e-05,0,12
44521,-0.00018,-4e-05,2e-05,0.0001,-2e-05,-0.00044,-4e-05,-0.0001,5,14
4017,0.00014,-2e-05,0.00022,0.00058,-0.0003,-4e-05,0.00105,0.00093,0,21
8223,0.00039,0.00022,-0.00012,8e-05,9e-05,0.00012,-0.00015,-0.00012,0,28
21990,8e-05,8e-05,7e-05,0.00018,0.00025,8e-05,0.0,5e-05,5,6
57505,0.0,-8e-05,-9e-05,0.00011,0.00059,1e-05,5e-05,-1e-05,0,30
51837,-0.00011,-2e-05,-0.00011,0.00053,-0.00051,-2e-05,6e-05,0.00015,0,21
13357,3e-05,5e-05,1e-05,-0.00016,0.00011,-6e-05,2e-05,3e-05,4,31
30825,-1e-05,-5e-05,-7e-05,-4e-05,-7e-05,-2e-05,2e-05,-3e-05,1,16
52065,0.0,0.0,-1e-05,-0.00012,-6e-05,-4e-05,-1e-05,0.0,0,26
60347,0.00011,6e-05,3e-05,6e-05,0.00017,-0.00052,8e-05,-0.0002,0,9
15763,-1e-05,0.0,1e-05,7e-05,5e-05,-3e-05,-2e-05,-1e-05,0,20
44704,-0.00016,-0.00012,-1e-05,3e-05,5e-05,-0.00018,0.00029,1e-05,3,20
62467,2e-05,-3e-05,-3e-05,-4e-05,-7e-05,-0.00031,3e-05,0.00068,6,24
34699,0.0,-2e-05,-3e-05,-2e-05,-1e-05,0.0,-1e-05,-1e-05,0,10
1812,-1e-05,0.0,1e-05,-1e-05,2e-05,2e-05,-1e-05,0.0,1,32
55827,0.0,1e-05,2e-05,2e-05,4e-05,4e-05,-2e-05,-2e-05,0,25
27405,3e-05,0.0,-2e-05,1e-05,-1e-05,-3e-05,-1e-05,2e-05,1,28
45465,0.0,-2e-05,-1e-05,0.0,-2e-05,1e-05,0.0,-1e-05,0,4
77505,1e-05,-1e-05,-3e-05,0.00018,0.00017,1e-05,-2e-05,-2e-05,0,13
18441,0.00015,3e-05,-2e-05,-0.00032,-0.00012,7e-05,4e-05,7e-05,0,19
27239,-3e-05,-5e-05,-0.0001,-0.00013,-7e-05,-3e-05,-1e-05,-2e-05,0,10
3529,0.0,0.0,1e-05,-1e-05,-1e-05,-4e-05,-2e-05,-2e-05,0,21
19675,-0.00023,-0.00025,-8e-05,-0.00025,-0.0004,-9e-05,-0.00023,2e-05,0,28
17594,-7e-05,-4e-05,-8e-05,-0.00017,-0.00033,8e-05,-0.0001,-7e-05,0,26
19890,-2e-05,-3e-05,-2e-05,0.00022,-0.00054,-3e-05,-3e-05,-3e-05,0,30
47725,-0.00015,-4e-05,-5e-05,-0.00034,-0.00087,-0.00107,-7e-05,-8e-05,0,8
34570,0.0,-3e-05,-2e-05,0.0,3e-05,0.0,-1e-05,0.0,0,9
3945,-1e-05,-1e-05,2e-05,5e-05,1e-05,-1e-05,0.0,-1e-05,1,26
6968,1e-05,-1e-05,7e-05,5e-05,-5e-05,1e-05,-2e-05,-7e-05,2,29
16953,3e-05,4e-05,0.00013,-0.00019,-0.00062,-0.00047,-1e-05,0.0,4,18
53931,0.0,-2e-05,-3e-05,-2e-05,-2e-05,-3e-05,-3e-05,-2e-05,0,5
3162,0.0,-3e-05,-5e-05,-2e-05,-1e-05,0.0,0.0,-2e-05,0,24
5472,-4e-05,5e-05,8e-05,-1e-05,3e-05,-9e-05,-5e-05,-0.0001,2,29
21634,3e-05,0.0,5e-05,0.00058,0.0006,0.0003,0.00013,5e-05,5,3
18790,2e-05,0.0,2e-05,-2e-05,-2e-05,1e-05,1e-05,0.0,0,4
29396,-3e-05,-2e-05,-2e-05,7e-05,0.00029,0.00044,-0.00016,-5e-05,6,33
75569,-1e-05,-3e-05,3e-05,0.0003,0.00053,1e-05,-2e-05,-1e-05,0,13
50661,-1e-05,2e-05,0.0,-2e-05,1e-05,-3e-05,-2e-05,-2e-05,0,20
33512,-0.00021,-5e-05,-6e-05,-6e-05,-5e-05,-0.00023,-4e-05,-0.00014,6,12
19223,-7e-05,-7e-05,-1e-05,-0.00013,-0.00038,-0.00024,0.0,-5e-05,5,28
44228,0.0,-1e-05,-2e-05,-2e-05,-3e-05,-3e-05,-3e-05,-3e-05,0,27
74160,1e-05,6e-05,4e-05,7e-05,5e-05,0.00011,3e-05,1e-05,0,2
31165,0.0,5e-05,9e-05,-5e-05,-7e-05,0.00079,-0.00011,0.00028,6,25
33390,-0.00028,-0.0001,-0.00016,-0.00036,0.00015,0.00029,0.00066,-8e-05,0,33
40215,5e-05,3e-05,9e-05,-2e-05,-0.00038,0.0004,0.00018,7e-05,4,16
69838,-3e-05,0.0,-2e-05,-1e-05,-1e-05,-1e-05,-2e-05,-3e-05,0,34
2911,0.0,-1e-05,2e-05,1e-05,1e-05,-2e-05,0.0,-2e-05,0,4
28595,0.0,1e-05,2e-05,-1e-05,-0.00029,-8e-05,-1e-05,2e-05,6,30
7252,0.0001,-2e-05,6e-05,4e-05,7e-05,0.0,9e-05,-7e-05,0,34
8800,-0.00012,0.00019,-3e-05,-4e-05,-0.0001,-6e-05,1e-05,-0.0002,0,28
35527,-1e-05,-1e-05,0.0,-2e-05,0.0,-7e-05,-2e-05,-1e-05,0,18
45764,1e-05,0.0,-1e-05,1e-05,-2e-05,-1e-05,-4e-05,-2e-05,0,6
62589,0.0,-7e-05,-1e-05,1e-05,0.0,0.0,-1e-05,0.0,0,9
35286,-2e-05,-4e-05,-2e-05,-2e-05,-1e-05,-2e-05,-1e-05,-1e-05,0,34
66169,-4e-05,-3e-05,-0.00032,9e-05,7e-05,1e-05,-2e-05,-3e-05,5,2
48561,-8e-05,-8e-05,-0.00016,-0.00032,0.00025,0.00094,-9e-05,-6e-05,0,9
4126,-1e-05,-2e-05,-3e-05,0.0,-2e-05,-3e-05,0.0,-1e-05,1,22
268,-1e-05,0.0,0.0,2e-05,0.0,-1e-05,0.0,0.0,0,12
11005,-0.00086,-0.00014,-8e-05,-9e-05,-0.00032,-9e-05,-0.00048,-0.00117,3,35
6857,-0.00016,-4e-05,-2e-05,-0.00024,-0.00052,-7e-05,-6e-05,-6e-05,0,4
22129,4e-05,2e-05,0.0,0.0,0.0,5e-05,-1e-05,-2e-05,0,26
70993,-0.00038,2e-05,0.00024,0.00025,-9e-05,0.00017,4e-05,0.00011,0,11
38807,-3e-05,-6e-05,-0.00014,-0.00045,-0.0004,-0.00033,-9e-05,-5e-05,0,5
50214,-1e-05,3e-05,4e-05,0.0,1e-05,-2e-05,-3e-05,-3e-05,0,17
8550,-2e-05,-1e-05,-3e-05,-2e-05,1e-05,-1e-05,0.0,-1e-05,0,5
60782,-0.00015,0.0,1e-05,5e-05,0.00044,0.00053,0.00014,-3e-05,0,12
21619,-1e-05,-4e-05,-3e-05,-4e-05,-3e-05,-3e-05,-1e-05,-2e-05,0,1
52204,1e-05,0.0,-5e-05,-0.00039,-0.00047,-4e-05,8e-05,1e-05,0,17
31662,0.0,-1e-05,0.0,2e-05,-2e-05,-5e-05,-3e-05,0.0,0,36
36611,0.0,-5e-05,-3e-05,-5e-05,2e-05,-4e-05,-1e-05,-1e-05,0,15
47212,0.0,-0.00015,0.00014,-2e-05,0.00025,0.00015,-8e-05,-0.00013,5,28
56618,-2e-05,0.0,1e-05,0.0,1e-05,1e-05,1e-05,0.0,0,16
43835,6e-05,4e-05,-1e-05,-0.00012,-0.00015,-0.00018,-0.0001,-1e-05,0,6
